# ICODE=321, JCODE=-321
# SIGMA_QGP=1.0616, SIGMA_HAD=0.633138
# NSAMPLE=10000000, Tblast=92.6051, UPERPblast(x,y)=(0.7427,0.7427)
# SOVERUD=0.9062, QUARK_ENTROPY_RATIO=0.1997, BARYON_FUDGE=0.647
# ------- normalization=0.0562809 -----------------
#dely    BF  sigmaB  QGP    LOCAL  RES_DECAYS
0.050  0.0843  0.0005  0.1010 -0.0224  0.0057
0.150  0.0787  0.0004  0.0944 -0.0212  0.0055
0.250  0.0715  0.0004  0.0858 -0.0191  0.0048
0.350  0.0664  0.0004  0.0784 -0.0166  0.0045
0.450  0.0572  0.0004  0.0673 -0.0140  0.0038
0.550  0.0496  0.0004  0.0576 -0.0111  0.0032
0.650  0.0412  0.0003  0.0476 -0.0091  0.0027
0.750  0.0335  0.0003  0.0381 -0.0067  0.0020
0.850  0.0261  0.0003  0.0293 -0.0047  0.0015
0.950  0.0207  0.0003  0.0228 -0.0032  0.0011
1.050  0.0149  0.0002  0.0160 -0.0019  0.0008
1.150  0.0095  0.0002  0.0103 -0.0012  0.0004
1.250  0.0055  0.0001  0.0059 -0.0006  0.0002
1.350  0.0024  0.0001  0.0026 -0.0002  0.0001
1.450  0.0010  0.0001  0.0011 -0.0001  0.0000
1.550  0.0002  0.0000  0.0002 -0.0000  0.0000
1.650  0.0000  0.0000  0.0000  0.0000  0.0000
1.750  0.0000  0.0000  0.0000  0.0000  0.0000
