# ICODE=321, JCODE=-2212
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=100000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=-0.0056327 -----------------
#dely    BF
0.050  0.0142  0.0009
0.150  0.0111  0.0007
0.250 -0.0001 -0.0000
0.350 -0.0176 -0.0014
0.450  0.0027  0.0003
0.550 -0.0165 -0.0017
0.650 -0.0130 -0.0018
0.750 -0.0102 -0.0016
0.850 -0.0073 -0.0014
0.950 -0.0054 -0.0013
1.050 -0.0039 -0.0013
1.150 -0.0057 -0.0033
1.250 -0.0037 -0.0019
1.350  0.0000  0.0000
1.450 -0.0009 -0.0009
1.550  0.0000  0.0000
1.650  0.0000  0.0000
1.750  0.0000  0.0000
