# ICODE=211, JCODE=-211
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=5000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=-0.107656 -----------------
#dely    BF
0.050 -0.1334 -0.0002
0.150 -0.1240 -0.0002
0.250 -0.1165 -0.0002
0.350 -0.1074 -0.0002
0.450 -0.0930 -0.0001
0.550 -0.0833 -0.0001
0.650 -0.0711 -0.0001
0.750 -0.0632 -0.0001
0.850 -0.0599 -0.0001
0.950 -0.0537 -0.0001
1.050 -0.0454 -0.0001
1.150 -0.0384 -0.0001
1.250 -0.0324 -0.0001
1.350 -0.0245 -0.0001
1.450 -0.0166 -0.0001
1.550 -0.0097 -0.0001
1.650 -0.0037 -0.0000
1.750 -0.0003 -0.0000
