# ICODE=2212, JCODE=-2212
# SIGMA_QGP=1, SIGMA_HAD=0.4
# NSAMPLE=100000000, Tblast=102, UPERPblast(x,y)=(0.732,0.732)
# SOVERUD=0.93, QUARK_ENTROPY_RATIO=0.175, BARYON_FUDGE=0.666667
# ------- normalization=0.0808121 -----------------
#dely    BF  sigmaB  QGP    LOCAL  RES_DECAYS
  0.15 0.373029 0.011997 0.1175 0.314989 0.469858 -0.0965113 0
  0.25 0.37474 0.0130698 0.1088 0.290335 0.465325 -0.090585 0
  0.35 0.363187 0.0138587 0.0964 0.265428 0.440798 -0.0776105 0
  0.45 0.371357 0.0161713 0.0863 0.232391 0.441928 -0.0701404 0
  0.55 0.354837 0.0175838 0.0725 0.204319 0.413569 -0.0587317 0
  0.65 0.347108 0.0199025 0.0613 0.176602 0.394107 -0.0475646 0
  0.75 0.325935 0.0225742 0.0477 0.146348 0.360784 -0.0355317 0
  0.85 0.32543 0.0280484 0.0381 0.117076 0.3502 -0.0256244 0
  0.95 0.292588 0.0331436 0.0261 0.0892039 0.310525 -0.0179364 0
  1.05 0.259717 0.0427391 0.0159 0.0612205 0.274418 -0.0130675 0
  1.15 0.249185 0.0677407 0.0092 0.0369203 0.257311 -0.00812561 0
  1.25 0.246518 0.132573 0.0046 0.0186599 0.246518 -0.00535909 0
