# ICODE=0, JCODE=0
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.318938 -----------------
#dely    BF    dB     BFVar
0.050  0.4628  0.0002  0.0028
0.150  0.4322  0.0002  0.0039
0.250  0.3938  0.0002  0.0034
0.350  0.3538  0.0002  0.0026
0.450  0.3107  0.0002  0.0021
0.550  0.2689  0.0002  0.0036
0.650  0.2264  0.0002  0.0030
0.750  0.1874  0.0001  0.0018
0.850  0.1521  0.0001  0.0018
0.950  0.1209  0.0001  0.0020
1.050  0.0918  0.0001  0.0016
1.150  0.0675  0.0001  0.0020
1.250  0.0481  0.0001  0.0027
1.350  0.0328  0.0000  0.0006
1.450  0.0209  0.0000  0.0008
1.550  0.0122  0.0000  0.0006
1.650  0.0056  0.0000  0.0002
1.750  0.0016  0.0000  0.0002
