           0.05         0.0914         0.0991         0.0934         0.0933         0.0848         0.0921         0.0875         0.0778         0.0705         0.0823         0.0765         0.0701         0.0789         0.0872         0.0752         0.0828         0.0864          0.083         0.1098         0.1098	0.079188
           0.15         0.0976         0.1028         0.0862         0.0998         0.0904         0.0829         0.0791         0.0754         0.0588         0.0959         0.0761         0.0719         0.0935         0.0837          0.087         0.0863         0.0735         0.0815          0.102          0.102	0.081892
           0.25         0.0792         0.0678         0.0701         0.0979          0.086          0.077         0.0724         0.0846         0.0661         0.0869         0.0981         0.0652         0.0924         0.0749          0.066         0.0814         0.0725         0.0736         0.0757         0.0757	0.080073
           0.35         0.0788         0.0616         0.0662         0.0769         0.0647         0.0821         0.0711         0.0726           0.06         0.0587         0.0783         0.0566         0.0801         0.0736          0.053           0.07         0.0603         0.0658         0.0645         0.0645	0.069743
           0.45         0.0677         0.0616         0.0636           0.06         0.0572         0.0491         0.0571         0.0445         0.0566         0.0593         0.0554         0.0596         0.0558         0.0582         0.0432          0.058           0.06         0.0482         0.0578         0.0578	0.061402
           0.55         0.0504         0.0514          0.053         0.0534         0.0402         0.0435         0.0429         0.0448         0.0462         0.0579         0.0429         0.0582         0.0527         0.0479         0.0438         0.0404         0.0372         0.0464         0.0519         0.0519	0.052398
           0.65         0.0367         0.0441         0.0383         0.0453         0.0386         0.0399         0.0422         0.0409         0.0419         0.0477         0.0391          0.036         0.0401         0.0344         0.0474         0.0393         0.0378         0.0402         0.0477         0.0477	0.041581
           0.75         0.0392         0.0269         0.0225         0.0405         0.0322         0.0387         0.0349         0.0316         0.0351         0.0363         0.0321          0.042         0.0295          0.035         0.0224         0.0343         0.0362         0.0286          0.028          0.028	0.034523
           0.85         0.0278         0.0264         0.0177         0.0224         0.0186         0.0286         0.0344         0.0235         0.0314         0.0279         0.0141         0.0412          0.018         0.0179         0.0225         0.0261          0.019         0.0271         0.0264         0.0264	0.026783
           0.95         0.0296         0.0161         0.0213         0.0097         0.0133         0.0158         0.0074         0.0126         0.0116         0.0214         0.0175         0.0188         0.0104         0.0233         0.0114         0.0219         0.0178         0.0153         0.0231         0.0231	0.018582
           1.05          0.012         0.0167          0.015         0.0072         0.0111          0.007         0.0065         0.0149         0.0144         0.0176         0.0131         0.0122         0.0133         0.0087         0.0125           0.01           0.02         0.0052         0.0162         0.0162	0.014667
           1.15         0.0107         0.0059         0.0069         0.0074         0.0077         0.0111          0.007         0.0102         0.0043          0.014         0.0069          0.007         0.0102         0.0037         0.0061         0.0055         0.0049         0.0076         0.0097         0.0097	0.010482
           1.25         0.0034         0.0025          0.005          0.005         0.0041         0.0074         0.0041         0.0063         0.0017          0.006         0.0052         0.0079         0.0042         0.0027         0.0049         0.0059         0.0049         0.0022         0.0049         0.0049	0.006281
           1.35         0.0007         0.0016         0.0008         0.0003         0.0024         0.0022         0.0005         0.0066         0.0003         0.0028         0.0031         0.0024         0.0019         0.0007         0.0015         0.0021         0.0014         0.0044         0.0034         0.0034	0.002465
           1.45         0.0008        -0.0002         0.0007              0              0         0.0004        -0.0006         0.0003         0.0008         0.0008         0.0014         0.0008         0.0017        -0.0001        -0.0002        -0.0002         0.0007         0.0006         0.0009         0.0009	0.000781
           1.55         0.0001              0              0         0.0014        -0.0001         0.0001              0        -0.0002         0.0007        -0.0002              0              0              0              0         0.0007              0              0              0         0.0004         0.0004	0.000227
           1.65              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0	-0.000036
           1.75              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0	-0.000003
	0.000000
	0.000000
	0.000000
	0.000000
	0.000000
	0.000000
	0.000000
	0.000000
