# ICODE=0, JCODE=0
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=5000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.277508 -----------------
#dely    BF
0.050  0.5086  0.0005
0.150  0.4651  0.0005
0.250  0.4057  0.0004
0.350  0.3462  0.0004
0.450  0.2862  0.0003
0.550  0.2275  0.0003
0.650  0.1724  0.0002
0.750  0.1288  0.0002
0.850  0.0930  0.0002
0.950  0.0645  0.0001
1.050  0.0411  0.0001
1.150  0.0234  0.0001
1.250  0.0113  0.0000
1.350  0.0040  0.0000
1.450  0.0004  0.0000
1.550 -0.0008 -0.0000
1.650 -0.0015 -0.0000
1.750 -0.0008 -0.0000
