# ICODE=0, JCODE=0
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.36536 -----------------
#dely    BF    dB     BFVar
0.050  0.6196  0.0003  0.0032
0.150  0.5649  0.0003  0.0039
0.250  0.5042  0.0003  0.0054
0.350  0.4334  0.0002  0.0036
0.450  0.3646  0.0002  0.0035
0.550  0.2985  0.0002  0.0028
0.650  0.2388  0.0002  0.0026
0.750  0.1859  0.0001  0.0024
0.850  0.1414  0.0001  0.0021
0.950  0.1031  0.0001  0.0020
1.050  0.0740  0.0001  0.0014
1.150  0.0510  0.0001  0.0011
1.250  0.0332  0.0000  0.0008
1.350  0.0206  0.0000  0.0006
1.450  0.0117  0.0000  0.0005
1.550  0.0058  0.0000  0.0005
1.650  0.0024  0.0000  0.0002
1.750  0.0004  0.0000  0.0001
