# ICODE=321, JCODE=-321
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=100000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=1
# ------- normalization=0.0497563 -----------------
#dely    BF
0.050  0.0752  0.0037
0.150  0.0870  0.0045
0.250  0.0660  0.0036
0.350  0.0530  0.0031
0.450  0.0432  0.0026
0.550  0.0438  0.0029
0.650  0.0474  0.0032
0.750  0.0224  0.0019
0.850  0.0225  0.0021
0.950  0.0114  0.0013
1.050  0.0125  0.0016
1.150  0.0061  0.0009
1.250  0.0049  0.0009
1.350  0.0015  0.0004
1.450 -0.0002 -0.0001
1.550  0.0007  0.0004
1.650  0.0000  0.0000
1.750  0.0000  0.0000
