0.15 0.0073 -0.0007 -0.0038 0.0014 -0.0036 0.002 0.0023 0.0008 0.0033 -0.0077 -0.0085 0.0015 -0.0032 -0.0054 -0.0052 0.0031 -0.0007 0.0018 -0.0012 0.0041 
0.25 0.0097 0.0065 0.0026 0.0055 0.0027 0.005 0.0056 -0.0008 0.0066 0.0003 0.0032 0.0133 0.0066 0.0011 0.0044 0.0089 0.0039 0.0054 0.0065 0.0082 
0.35 0.0151 0.0125 0.0126 0.017 0.013 0.0148 0.0132 0.01 0.0145 0.0159 0.009 0.0174 0.0105 0.011 0.0092 0.0132 0.0129 0.012 0.0099 0.014 
0.45 0.0121 0.0169 0.0152 0.0155 0.01 0.0131 0.014 0.0114 0.0136 0.0108 0.013 0.0148 0.0127 0.0131 0.0136 0.014 0.0164 0.0179 0.0175 0.0093 
0.55 0.0093 0.0095 0.0117 0.0091 0.011 0.0096 0.0088 0.0097 0.0113 0.0103 0.0119 0.0079 0.0133 0.0101 0.0099 0.01 0.0105 0.0115 0.0119 0.0094 
0.65 0.0054 0.0087 0.0074 0.007 0.0076 0.0067 0.007 0.0072 0.0054 0.0056 0.0039 0.0059 0.0068 0.0082 0.0073 0.0056 0.0077 0.0062 0.0037 0.0065 
0.75 0.0018 0.0055 0.0055 0.0048 0.0047 0.0044 0.0027 0.0044 0.0023 0.0034 0.0033 0.0035 0.0029 0.0049 0.0054 0.0024 0.0048 0.0024 0.004 0.0028 
0.85 0.0008 0.0009 0.0018 0.0017 0.0018 0.0008 0.0009 0.0009 0.0011 0.0013 0.0015 0.0014 0.0019 0.0011 0.0015 0.0004 0.0027 0.0024 0.0019 0.0008 
0.95 -0.0007 -0.0001 0.0005 0.0013 0.0012 -0.0003 0.0001 0.0002 -0.0001 0.0002 -0.0002 -0.0001 0.0005 0.0006 0.0008 -0.0006 0.0008 0.0006 0.0009 -0.0003 
1.05 -0.001 -0.0001 0.0001 -0.0002 -0.0002 -0.0011 -0.0006 -0.0007 -0.0009 0 -0.0006 -0.0004 -0.0003 0.0001 -0.0001 -0.001 0 -0.0001 -0.0004 -0.0009 
1.15 -0.0006 -0.0006 -0.0006 -0.0002 -0.0004 -0.0006 -0.0006 -0.0009 -0.0009 -0.0007 -0.0006 -0.0004 -0.0009 -0.0003 -0.0005 -0.0009 -0.0001 -0.0004 -0.0005 -0.0006 
1.25 -0.0006 -0.0004 -0.0001 -0.0002 -0.0004 -0.0004 -0.0004 -0.0005 -0.0006 -0.0005 -0.0003 -0.0002 -0.0004 -0.0003 -0.0004 -0.0004 -0.0002 -0.0003 -0.0002 -0.0004 
1.35 -0.0002 -0.0001 -0.0002 -0.0001 -0.0001 -0.0002 -0.0003 -0.0002 -0.0002 -0.0002 -0.0002 -0.0002 -0.0003 -0.0003 -0.0002 -0.0002 -0.0002 -0.0002 -0.0002 -0.0002 
1.45 -0.0001 -0.0001 -0.0001 -0 -0.0001 -0 -0 -0.0001 -0.0001 -0.0001 -0.0001 -0 -0 -0.0001 -0 -0.0001 -0.0001 -0 -0 -0.0001 
1.55 -0 -0 -0 0 0 -0 -0 -0 -0 -0 -0 -0 -0 -0 0 -0 -0 -0 -0 -0 
1.65 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0 0 0 
1.75 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
