# ICODE=2212, JCODE=-2212
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.12065 -----------------
#dely    BF    dB     BFVar
0.050  0.3175  0.0031  0.0106
0.150  0.2707  0.0027  0.0129
0.250  0.2131  0.0023  0.0091
0.350  0.1574  0.0018  0.0099
0.450  0.1012  0.0013  0.0034
0.550  0.0666  0.0010  0.0031
0.650  0.0374  0.0006  0.0024
0.750  0.0218  0.0004  0.0032
0.850  0.0106  0.0002  0.0013
0.950  0.0064  0.0002  0.0012
1.050  0.0021  0.0001  0.0005
1.150  0.0010  0.0000  0.0004
1.250  0.0006  0.0000  0.0002
1.350  0.0001  0.0000  0.0002
1.450 -0.0000 -0.0000  0.0000
1.550  0.0000  0.0000  0.0000
1.650  0.0000  0.0000  0.0000
1.750  0.0000  0.0000  0.0000
