# ICODE=0, JCODE=0
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.347832 -----------------
#dely    BF    dB     BFVar
0.050  0.5086  0.0003  0.0038
0.150  0.4731  0.0002  0.0038
0.250  0.4319  0.0002  0.0033
0.350  0.3875  0.0002  0.0022
0.450  0.3435  0.0002  0.0030
0.550  0.2955  0.0002  0.0036
0.650  0.2494  0.0002  0.0038
0.750  0.2061  0.0002  0.0015
0.850  0.1656  0.0001  0.0022
0.950  0.1291  0.0001  0.0010
1.050  0.0985  0.0001  0.0011
1.150  0.0707  0.0001  0.0008
1.250  0.0498  0.0001  0.0013
1.350  0.0326  0.0000  0.0011
1.450  0.0197  0.0000  0.0003
1.550  0.0108  0.0000  0.0004
1.650  0.0048  0.0000  0.0004
1.750  0.0011  0.0000  0.0001
