# ICODE=321, JCODE=-321
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=1000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.0756682 -----------------
#dely    BF
0.050  0.1137  0.0018
0.150  0.1011  0.0017
0.250  0.0941  0.0016
0.350  0.0869  0.0016
0.450  0.0804  0.0015
0.550  0.0679  0.0014
0.650  0.0523  0.0012
0.750  0.0418  0.0011
0.850  0.0362  0.0011
0.950  0.0300  0.0010
1.050  0.0211  0.0008
1.150  0.0132  0.0006
1.250  0.0121  0.0007
1.350  0.0047  0.0004
1.450  0.0011  0.0001
1.550  0.0000  0.0000
1.650 -0.0000 -0.0000
1.750  0.0000  0.0000
