#observables(1,2,3...down)parameters(1,2,3...across)
 -2.47394 13.0224 2.10927 -5.00347 -7.0358
 -5.50125 10.8338 1.22938 -1.56553 -3.62107
 9.77278 -3.30339 -0.351736 0.0951637 -8.65602
 -2.4024 2.70339 0.16741 0.60418 -0.471991
 -1.75992 -0.0851473 0.144941 2.89372 -0.753613
 1.08226 -0.538845 0.349835 -1.16478 0.000972233
 0.120829 -0.352658 0.808092 -0.729051 0.122582
 -1.03864 -0.341157 1.41254 0.185678 0.0412412
 -0.431887 0.0627949 0.412572 0.0514623 0.0130291
 0.0464284 -0.0109504 -0.0232625 -0.018863 -0.0049595
 0.00835005 0.00152389 -0.00179841 -0.00958746 -0.000575588
 -0.00314378 -0.00215551 0.000949895 0.00396738 0.00116796
