# ICODE=321, JCODE=-321
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=100000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.0921048 -----------------
#dely    BF
0.050  0.0696  0.0034
0.150  0.0699  0.0035
0.250  0.0786  0.0042
0.350  0.0989  0.0057
0.450  0.1084  0.0070
0.550  0.1090  0.0071
0.650  0.1420  0.0098
0.750  0.0874  0.0068
0.850  0.0805  0.0070
0.950  0.0631  0.0067
1.050  0.0206  0.0023
1.150  0.0239  0.0036
1.250 -0.0147 -0.0026
1.350 -0.0083 -0.0020
1.450 -0.0019 -0.0007
1.550 -0.0058 -0.0026
1.650  0.0000  0.0000
1.750  0.0000  0.0000
