# ICODE=211, JCODE=-211
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.296121 -----------------
#dely    BF    dB     BFVar
0.050  0.3869  0.0002  0.0028
0.150  0.3644  0.0002  0.0025
0.250  0.3374  0.0002  0.0039
0.350  0.3091  0.0002  0.0031
0.450  0.2822  0.0002  0.0037
0.550  0.2506  0.0002  0.0043
0.650  0.2204  0.0002  0.0024
0.750  0.1886  0.0002  0.0045
0.850  0.1578  0.0002  0.0029
0.950  0.1294  0.0001  0.0021
1.050  0.1038  0.0001  0.0014
1.150  0.0804  0.0001  0.0011
1.250  0.0596  0.0001  0.0009
1.350  0.0425  0.0001  0.0009
1.450  0.0272  0.0001  0.0014
1.550  0.0151  0.0000  0.0006
1.650  0.0052  0.0000  0.0003
1.750  0.0004  0.0000  0.0001
