# ICODE=2212, JCODE=-2212
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=-0.0338116 -----------------
#dely    BF    dB     BFVar
0.050 -0.0412 -0.0005  0.0090
0.150 -0.0442 -0.0005  0.0144
0.250 -0.0407 -0.0005  0.0069
0.350 -0.0449 -0.0006  0.0049
0.450 -0.0408 -0.0006  0.0052
0.550 -0.0354 -0.0005  0.0054
0.650 -0.0267 -0.0005  0.0042
0.750 -0.0246 -0.0005  0.0023
0.850 -0.0159 -0.0004  0.0029
0.950 -0.0105 -0.0003  0.0083
1.050 -0.0072 -0.0003  0.0058
1.150 -0.0036 -0.0002  0.0007
1.250 -0.0019 -0.0001  0.0008
1.350 -0.0005 -0.0001  0.0004
1.450 -0.0001 -0.0000  0.0001
1.550  0.0000  0.0000  0.0000
1.650  0.0000  0.0000  0.0000
1.750  0.0000  0.0000  0.0000
