# ICODE=211, JCODE=-211
# SIGMA_QGP=1, SIGMA_HAD=0.2
# NSAMPLE=100000000, Tblast=102, UPERPblast(x,y)=(0.732,0.732)
# SOVERUD=0.93, QUARK_ENTROPY_RATIO=0.175, BARYON_FUDGE=0.8
# ------- normalization=0.224634 -----------------
#dely    BF  sigmaB  QGP    LOCAL  RES_DECAYS
0.050  0.3412  0.0001  0.0545  0.1094  0.1773
0.150  0.3182  0.0001  0.0515  0.1016  0.1650
0.250  0.2891  0.0001  0.0477  0.0913  0.1501
0.350  0.2571  0.0001  0.0435  0.0802  0.1335
0.450  0.2237  0.0001  0.0391  0.0682  0.1163
0.550  0.1904  0.0001  0.0347  0.0566  0.0990
0.650  0.1580  0.0001  0.0305  0.0455  0.0820
0.750  0.1287  0.0001  0.0265  0.0358  0.0664
0.850  0.1017  0.0000  0.0223  0.0272  0.0523
0.950  0.0779  0.0000  0.0184  0.0200  0.0396
1.050  0.0576  0.0000  0.0149  0.0142  0.0285
1.150  0.0408  0.0000  0.0115  0.0096  0.0197
1.250  0.0279  0.0000  0.0088  0.0062  0.0129
1.350  0.0177  0.0000  0.0062  0.0037  0.0078
1.450  0.0102  0.0000  0.0040  0.0020  0.0042
1.550  0.0048  0.0000  0.0022  0.0009  0.0018
1.650  0.0013  0.0000  0.0007  0.0002  0.0004
1.750  0.0001  0.0000  0.0001  0.0000  0.0000
