# ICODE=321, JCODE=-321
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=100000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.1
# ------- normalization=-0.0922988 -----------------
#dely    BF
0.050 -0.2105 -0.0083
0.150 -0.2473 -0.0104
0.250 -0.2809 -0.0121
0.350 -0.1656 -0.0076
0.450 -0.0728 -0.0037
0.550 -0.1298 -0.0070
0.650  0.0075  0.0005
0.750  0.0125  0.0009
0.850  0.0310  0.0025
0.950  0.0440  0.0042
1.050  0.0377  0.0042
1.150  0.0237  0.0039
1.250  0.0211  0.0039
1.350 -0.0020 -0.0005
1.450  0.0084  0.0032
1.550  0.0000  0.0000
1.650  0.0000  0.0000
1.750  0.0000  0.0000
