# ICODE=2212, JCODE=-2212
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.118529 -----------------
#dely    BF    dB     BFVar
0.050  0.3941  0.0038  0.0197
0.150  0.2951  0.0030  0.0173
0.250  0.1975  0.0021  0.0172
0.350  0.1156  0.0014  0.0090
0.450  0.0638  0.0009  0.0055
0.550  0.0365  0.0006  0.0067
0.650  0.0263  0.0005  0.0022
0.750  0.0173  0.0004  0.0011
0.850  0.0139  0.0003  0.0014
0.950  0.0109  0.0003  0.0014
1.050  0.0076  0.0003  0.0010
1.150  0.0040  0.0002  0.0004
1.250  0.0018  0.0001  0.0004
1.350  0.0009  0.0001  0.0002
1.450  0.0002  0.0000  0.0001
1.550  0.0000  0.0000  0.0000
1.650  0.0000  0.0000  0.0000
1.750  0.0000  0.0000  0.0000
