# ICODE=321, JCODE=-2212
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=100000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=1
# ------- normalization=-0.00123669 -----------------
#dely    BF
0.050 -0.0111 -0.0006
0.150 -0.0089 -0.0005
0.250 -0.0240 -0.0014
0.350 -0.0008 -0.0001
0.450  0.0060  0.0005
0.550  0.0050  0.0004
0.650  0.0069  0.0008
0.750  0.0036  0.0005
0.850 -0.0069 -0.0011
0.950  0.0061  0.0012
1.050  0.0077  0.0019
1.150  0.0025  0.0008
1.250  0.0000  0.0000
1.350  0.0007  0.0004
1.450  0.0007  0.0007
1.550  0.0000  0.0000
1.650  0.0000  0.0000
1.750  0.0000  0.0000
