# ICODE=211, JCODE=-211
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=100000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.1
# ------- normalization=-0.148264 -----------------
#dely    BF
0.050 -0.5927 -0.0044
0.150 -0.4693 -0.0036
0.250 -0.3208 -0.0026
0.350 -0.2865 -0.0024
0.450 -0.2148 -0.0020
0.550 -0.0915 -0.0009
0.650 -0.0151 -0.0002
0.750 -0.0135 -0.0002
0.850  0.0440  0.0006
0.950  0.0760  0.0011
1.050  0.0756  0.0013
1.150  0.1020  0.0020
1.250  0.0827  0.0018
1.350  0.0611  0.0016
1.450  0.0389  0.0013
1.550  0.0257  0.0011
1.650  0.0129  0.0009
1.750  0.0029  0.0006
