# ICODE=211, JCODE=-321
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=100000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.1
# ------- normalization=-0.0147816 -----------------
#dely    BF
0.050 -0.0413 -0.0007
0.150 -0.0294 -0.0005
0.250 -0.0381 -0.0007
0.350 -0.0113 -0.0002
0.450 -0.0115 -0.0002
0.550 -0.0215 -0.0005
0.650 -0.0177 -0.0004
0.750  0.0016  0.0000
0.850  0.0085  0.0003
0.950  0.0017  0.0001
1.050 -0.0010 -0.0000
1.150  0.0022  0.0001
1.250  0.0065  0.0004
1.350  0.0019  0.0002
1.450  0.0006  0.0001
1.550  0.0003  0.0001
1.650  0.0005  0.0002
1.750  0.0000  0.0000
