# ICODE=211, JCODE=-211
# SIGMA_QGP=1, SIGMA_HAD=0.333333
# NSAMPLE=100000000, Tblast=102, UPERPblast(x,y)=(0.732,0.732)
# SOVERUD=0.93, QUARK_ENTROPY_RATIO=0.18, BARYON_FUDGE=0.666667
# ------- normalization=0.220829 -----------------
#dely    BF  sigmaB  QGP    LOCAL  RES_DECAYS
0.050  0.3195  0.0001  0.0560  0.0933  0.1701
0.150  0.2993  0.0001  0.0524  0.0870  0.1599
0.250  0.2744  0.0001  0.0482  0.0788  0.1474
0.350  0.2480  0.0001  0.0443  0.0694  0.1343
0.450  0.2205  0.0001  0.0399  0.0597  0.1210
0.550  0.1913  0.0001  0.0354  0.0501  0.1059
0.650  0.1617  0.0001  0.0310  0.0408  0.0898
0.750  0.1332  0.0001  0.0267  0.0324  0.0741
0.850  0.1067  0.0001  0.0225  0.0250  0.0591
0.950  0.0823  0.0000  0.0185  0.0187  0.0451
1.050  0.0613  0.0000  0.0150  0.0135  0.0328
1.150  0.0439  0.0000  0.0118  0.0093  0.0228
1.250  0.0297  0.0000  0.0088  0.0062  0.0147
1.350  0.0189  0.0000  0.0063  0.0038  0.0089
1.450  0.0109  0.0000  0.0040  0.0021  0.0048
1.550  0.0052  0.0000  0.0022  0.0009  0.0021
1.650  0.0014  0.0000  0.0007  0.0002  0.0004
1.750  0.0001  0.0000  0.0001  0.0000  0.0000
