# ICODE=321, JCODE=-321
# SIGMA_QGP=1, SIGMA_HAD=0.333333
# NSAMPLE=100000000, Tblast=102, UPERPblast(x,y)=(0.732,0.732)
# SOVERUD=0.93, QUARK_ENTROPY_RATIO=0.18, BARYON_FUDGE=0.666667
# ------- normalization=0.0592801 -----------------
#dely    BF  sigmaB  QGP    LOCAL  RES_DECAYS
0.050  0.0872  0.0001  0.0933 -0.0119  0.0058
0.150  0.0825  0.0001  0.0881 -0.0110  0.0054
0.250  0.0768  0.0001  0.0813 -0.0096  0.0051
0.350  0.0689  0.0001  0.0726 -0.0080  0.0043
0.450  0.0610  0.0001  0.0636 -0.0064  0.0038
0.550  0.0527  0.0001  0.0544 -0.0049  0.0032
0.650  0.0440  0.0001  0.0450 -0.0037  0.0027
0.750  0.0362  0.0001  0.0367 -0.0025  0.0021
0.850  0.0283  0.0001  0.0283 -0.0016  0.0016
0.950  0.0212  0.0001  0.0211 -0.0010  0.0011
1.050  0.0151  0.0001  0.0149 -0.0006  0.0008
1.150  0.0095  0.0001  0.0094 -0.0003  0.0004
1.250  0.0055  0.0000  0.0054 -0.0001  0.0002
1.350  0.0026  0.0000  0.0026 -0.0000  0.0000
1.450  0.0009  0.0000  0.0010 -0.0000  0.0000
1.550  0.0002  0.0000  0.0002 -0.0000  0.0000
1.650  0.0000  0.0000  0.0000  0.0000  0.0000
1.750  0.0000  0.0000  0.0000  0.0000  0.0000
