# ICODE=0, JCODE=0
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.290782 -----------------
#dely    BF    dB     BFVar
0.050  0.3687  0.0002  0.0041
0.150  0.3442  0.0002  0.0043
0.250  0.3166  0.0002  0.0030
0.350  0.2941  0.0002  0.0025
0.450  0.2658  0.0002  0.0036
0.550  0.2383  0.0002  0.0026
0.650  0.2101  0.0001  0.0020
0.750  0.1820  0.0001  0.0036
0.850  0.1582  0.0001  0.0025
0.950  0.1317  0.0001  0.0022
1.050  0.1093  0.0001  0.0012
1.150  0.0883  0.0001  0.0013
1.250  0.0690  0.0001  0.0022
1.350  0.0517  0.0001  0.0018
1.450  0.0377  0.0001  0.0011
1.550  0.0244  0.0001  0.0009
1.650  0.0136  0.0000  0.0006
1.750  0.0042  0.0000  0.0003
