# ICODE=2212, JCODE=-2212
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.121823 -----------------
#dely    BF    dB     BFVar
0.050  0.3508  0.0034  0.0179
0.150  0.3021  0.0031  0.0146
0.250  0.2245  0.0024  0.0088
0.350  0.1474  0.0017  0.0124
0.450  0.0947  0.0012  0.0104
0.550  0.0491  0.0007  0.0038
0.650  0.0277  0.0005  0.0038
0.750  0.0120  0.0002  0.0022
0.850  0.0044  0.0001  0.0013
0.950  0.0020  0.0001  0.0012
1.050  0.0015  0.0001  0.0006
1.150  0.0008  0.0000  0.0008
1.250  0.0008  0.0001  0.0001
1.350  0.0005  0.0000  0.0002
1.450  0.0001  0.0000  0.0002
1.550 -0.0000 -0.0000  0.0000
1.650  0.0000  0.0000  0.0000
1.750  0.0000  0.0000  0.0000
