# ICODE=1701080941, JCODE=0
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=100000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.285029 -----------------
#dely    BF
0.050  0.4668  0.0029
0.150  0.3972  0.0025
0.250  0.4000  0.0027
0.350  0.3070  0.0022
0.450  0.2901  0.0022
0.550  0.2421  0.0020
0.650  0.2108  0.0019
0.750  0.1508  0.0015
0.850  0.1116  0.0012
0.950  0.0985  0.0012
1.050  0.0659  0.0009
1.150  0.0425  0.0007
1.250  0.0328  0.0006
1.350  0.0188  0.0004
1.450  0.0095  0.0002
1.550  0.0047  0.0001
1.650  0.0015  0.0001
1.750 -0.0003 -0.0000
