# ICODE=211, JCODE=-211
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=100000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=-0.0643467 -----------------
#dely    BF
0.050 -0.0946 -0.0008
0.150 -0.0987 -0.0009
0.250 -0.0817 -0.0008
0.350 -0.0665 -0.0006
0.450 -0.0382 -0.0004
0.550 -0.0366 -0.0004
0.650 -0.0276 -0.0004
0.750 -0.0246 -0.0003
0.850 -0.0292 -0.0005
0.950 -0.0301 -0.0005
1.050 -0.0300 -0.0006
1.150 -0.0250 -0.0006
1.250 -0.0173 -0.0004
1.350 -0.0172 -0.0005
1.450 -0.0159 -0.0006
1.550 -0.0062 -0.0003
1.650 -0.0036 -0.0003
1.750 -0.0005 -0.0001
