# ICODE=211, JCODE=-211
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.284687 -----------------
#dely    BF    dB     BFVar
0.050  0.3186  0.0002  0.0046
0.150  0.3081  0.0002  0.0033
0.250  0.2938  0.0002  0.0028
0.350  0.2790  0.0002  0.0028
0.450  0.2651  0.0002  0.0036
0.550  0.2453  0.0002  0.0031
0.650  0.2237  0.0002  0.0044
0.750  0.1988  0.0002  0.0044
0.850  0.1724  0.0002  0.0021
0.950  0.1446  0.0002  0.0030
1.050  0.1203  0.0002  0.0025
1.150  0.0952  0.0001  0.0031
1.250  0.0719  0.0001  0.0012
1.350  0.0509  0.0001  0.0012
1.450  0.0341  0.0001  0.0017
1.550  0.0181  0.0001  0.0005
1.650  0.0064  0.0000  0.0005
1.750  0.0005  0.0000  0.0002
