# ICODE=211, JCODE=-211
# SIGMA_QGP=0.9218, SIGMA_HAD=0.607651
# NSAMPLE=10000000, Tblast=101.37, UPERPblast(x,y)=(0.7388,0.7388)
# SOVERUD=0.9533, QUARK_ENTROPY_RATIO=0.2553, BARYON_FUDGE=0.603
# ------- normalization=0.217093 -----------------
#dely    BF  sigmaB  QGP    LOCAL  RES_DECAYS
0.050  0.3071  0.0003  0.0879  0.0482  0.1710
0.150  0.2875  0.0003  0.0822  0.0455  0.1598
0.250  0.2646  0.0003  0.0742  0.0412  0.1493
0.350  0.2408  0.0003  0.0689  0.0370  0.1349
0.450  0.2168  0.0002  0.0624  0.0323  0.1222
0.550  0.1883  0.0002  0.0546  0.0280  0.1057
0.650  0.1613  0.0002  0.0469  0.0235  0.0908
0.750  0.1317  0.0002  0.0394  0.0183  0.0740
0.850  0.1075  0.0002  0.0334  0.0153  0.0587
0.950  0.0845  0.0002  0.0278  0.0118  0.0450
1.050  0.0629  0.0001  0.0220  0.0086  0.0323
1.150  0.0459  0.0001  0.0168  0.0064  0.0227
1.250  0.0322  0.0001  0.0132  0.0043  0.0147
1.350  0.0205  0.0001  0.0088  0.0029  0.0089
1.450  0.0117  0.0001  0.0052  0.0017  0.0048
1.550  0.0058  0.0000  0.0030  0.0008  0.0021
1.650  0.0016  0.0000  0.0010  0.0002  0.0004
1.750  0.0001  0.0000  0.0001  0.0000  0.0000
