# ICODE=321, JCODE=-321
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=5000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=-0.0266111 -----------------
#dely    BF
0.050 -0.0384 -0.0003
0.150 -0.0408 -0.0003
0.250 -0.0345 -0.0003
0.350 -0.0292 -0.0002
0.450 -0.0251 -0.0002
0.550 -0.0222 -0.0002
0.650 -0.0178 -0.0002
0.750 -0.0151 -0.0002
0.850 -0.0134 -0.0002
0.950 -0.0099 -0.0001
1.050 -0.0077 -0.0001
1.150 -0.0057 -0.0001
1.250 -0.0033 -0.0001
1.350 -0.0020 -0.0001
1.450 -0.0009 -0.0000
1.550 -0.0002 -0.0000
1.650  0.0000  0.0000
1.750  0.0000  0.0000
