# ICODE=211, JCODE=-211
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=1000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.177448 -----------------
#dely    BF
0.050  0.3160  0.0008
0.150  0.2945  0.0008
0.250  0.2570  0.0007
0.350  0.2266  0.0007
0.450  0.1858  0.0006
0.550  0.1532  0.0005
0.650  0.1205  0.0004
0.750  0.0900  0.0004
0.850  0.0610  0.0003
0.950  0.0403  0.0002
1.050  0.0208  0.0001
1.150  0.0118  0.0001
1.250  0.0043  0.0000
1.350 -0.0003 -0.0000
1.450 -0.0031 -0.0000
1.550 -0.0022 -0.0000
1.650 -0.0014 -0.0000
1.750 -0.0002 -0.0000
