# ICODE=211, JCODE=-211
# SIGMA_QGP=1, SIGMA_HAD=0.333333
# NSAMPLE=100000000, Tblast=102, UPERPblast(x,y)=(0.732,0.732)
# SOVERUD=0.93, QUARK_ENTROPY_RATIO=0.18, BARYON_FUDGE=0.666667
# ------- normalization=0.879438 -----------------
#dely    BF  sigmaB  QGP    LOCAL  RES_DECAYS
0.050  0.7364  0.0001  0.1335  0.1957  0.4071
0.150  0.7312  0.0001  0.1329  0.1920  0.4062
0.250  0.7216  0.0001  0.1318  0.1859  0.4039
0.350  0.7041  0.0001  0.1291  0.1765  0.3985
0.450  0.6779  0.0001  0.1250  0.1656  0.3873
0.550  0.6421  0.0001  0.1217  0.1522  0.3682
0.650  0.5978  0.0001  0.1169  0.1382  0.3427
0.750  0.5484  0.0001  0.1118  0.1240  0.3126
0.850  0.4948  0.0001  0.1061  0.1094  0.2793
0.950  0.4406  0.0001  0.0994  0.0957  0.2456
1.050  0.3892  0.0001  0.0937  0.0822  0.2133
1.150  0.3396  0.0001  0.0873  0.0703  0.1820
1.250  0.2927  0.0001  0.0803  0.0593  0.1531
1.350  0.2510  0.0001  0.0739  0.0496  0.1275
1.450  0.2134  0.0001  0.0676  0.0410  0.1048
1.550  0.1798  0.0001  0.0614  0.0335  0.0849
1.650  0.1509  0.0001  0.0557  0.0271  0.0682
1.750  0.1251  0.0001  0.0494  0.0217  0.0540
1.850  0.1041  0.0001  0.0445  0.0173  0.0424
1.950  0.0853  0.0000  0.0390  0.0136  0.0327
2.050  0.0702  0.0000  0.0346  0.0105  0.0250
2.150  0.0572  0.0000  0.0303  0.0082  0.0188
2.250  0.0465  0.0000  0.0264  0.0062  0.0139
2.350  0.0372  0.0000  0.0226  0.0047  0.0099
2.450  0.0305  0.0000  0.0195  0.0035  0.0075
2.550  0.0251  0.0000  0.0169  0.0026  0.0056
2.650  0.0204  0.0000  0.0144  0.0019  0.0041
2.750  0.0163  0.0000  0.0120  0.0014  0.0029
2.850  0.0132  0.0000  0.0101  0.0010  0.0021
2.950  0.0106  0.0000  0.0084  0.0007  0.0015
3.050  0.0086  0.0000  0.0070  0.0005  0.0010
3.150  0.0069  0.0000  0.0059  0.0004  0.0006
3.250  0.0054  0.0000  0.0047  0.0002  0.0004
3.350  0.0043  0.0000  0.0039  0.0002  0.0002
3.450  0.0034  0.0000  0.0032  0.0001  0.0001
3.550  0.0028  0.0000  0.0026  0.0001  0.0001
3.650  0.0022  0.0000  0.0020  0.0000  0.0001
3.750  0.0017  0.0000  0.0016  0.0000  0.0000
3.850  0.0013  0.0000  0.0013  0.0000  0.0000
3.950  0.0011  0.0000  0.0010  0.0000  0.0000
4.050  0.0008  0.0000  0.0008  0.0000  0.0000
4.150  0.0007  0.0000  0.0007  0.0000  0.0000
4.250  0.0005  0.0000  0.0005  0.0000  0.0000
4.350  0.0004  0.0000  0.0004  0.0000  0.0000
4.450  0.0003  0.0000  0.0003  0.0000  0.0000
4.550  0.0002  0.0000  0.0002  0.0000  0.0000
4.650  0.0002  0.0000  0.0002  0.0000  0.0000
4.750  0.0001  0.0000  0.0001  0.0000  0.0000
4.850  0.0001  0.0000  0.0001 -0.0000  0.0000
4.950  0.0001  0.0000  0.0001  0.0000  0.0000
5.050  0.0001  0.0000  0.0001  0.0000  0.0000
5.150  0.0000  0.0000  0.0000  0.0000  0.0000
5.250  0.0000  0.0000  0.0000  0.0000  0.0000
5.350  0.0000  0.0000  0.0000  0.0000  0.0000
5.450  0.0000  0.0000  0.0000  0.0000  0.0000
5.550  0.0000  0.0000  0.0000  0.0000  0.0000
5.650  0.0000  0.0000  0.0000  0.0000  0.0000
5.750  0.0000  0.0000  0.0000  0.0000  0.0000
5.850  0.0000  0.0000  0.0000  0.0000  0.0000
5.950  0.0000  0.0000  0.0000  0.0000  0.0000
6.050  0.0000  0.0000  0.0000  0.0000  0.0000
6.150  0.0000  0.0000  0.0000  0.0000  0.0000
6.250  0.0000  0.0000  0.0000  0.0000  0.0000
6.350  0.0000  0.0000  0.0000  0.0000  0.0000
6.450  0.0000  0.0000  0.0000  0.0000  0.0000
6.550  0.0000  0.0000  0.0000  0.0000  0.0000
6.650  0.0000  0.0000  0.0000  0.0000  0.0000
6.750 -0.0000 -0.0000 -0.0000  0.0000  0.0000
6.850  0.0000  0.0000  0.0000  0.0000  0.0000
6.950  0.0000  0.0000  0.0000  0.0000  0.0000
7.050  0.0000  0.0000  0.0000  0.0000  0.0000
7.150  0.0000  0.0000  0.0000  0.0000  0.0000
7.250 -0.0000 -0.0000 -0.0000  0.0000  0.0000
7.350  0.0000  0.0000  0.0000  0.0000  0.0000
7.450  0.0000  0.0000  0.0000  0.0000  0.0000
7.550  0.0000  0.0000  0.0000  0.0000  0.0000
7.650  0.0000  0.0000  0.0000  0.0000  0.0000
7.750  0.0000  0.0000  0.0000  0.0000  0.0000
7.850  0.0000  0.0000  0.0000  0.0000  0.0000
