 0.05 0.988296 0.0134143
 0.15 0.986293 0.0134007
 0.25 0.983562 0.0133821
 0.35 0.974094 0.0133175
 0.45 0.964444 0.0132514
 0.55 0.981377 0.0133672
 0.65 0.935494 0.013051
 0.75 0.943324 0.0131055
 0.85 0.928029 0.0129988
 0.95 0.931307 0.0130218
 1.05 0.90436 0.012832
 1.15 0.912735 0.0128913
 1.25 0.89562 0.0127698
 1.35 0.8745 0.0126184
 1.45 0.884878 0.012693
 1.55 0.868855 0.0125776
 1.65 0.846278 0.0124131
 1.75 0.836993 0.0123448
 1.85 0.844458 0.0123997
 1.95 0.836264 0.0123394
 2.05 0.809499 0.0121404
 2.15 0.838449 0.0123555
 2.25 0.819696 0.0122166
 2.35 0.818967 0.0122112
 2.45 0.80604 0.0121144
 2.55 0.788379 0.0119809
 2.65 0.779639 0.0119144
 2.75 0.780732 0.0119227
 2.85 0.785648 0.0119602
 2.95 0.738127 0.0115928
 3.05 0.758155 0.011749
 3.15 0.75251 0.0117052
 3.25 0.747412 0.0116655
 3.35 0.717552 0.0114301
 3.45 0.704261 0.0113238
 3.55 0.685871 0.0111749
 3.65 0.684051 0.0111601
 3.75 0.692244 0.0112267
 3.85 0.663476 0.010991
 3.95 0.663476 0.010991
 4.05 0.668939 0.0110361
 4.15 0.653098 0.0109047
 4.25 0.637622 0.0107747
 4.35 0.638714 0.0107839
 4.45 0.638896 0.0107855
 4.55 0.614316 0.010576
 4.65 0.614863 0.0105807
 4.75 0.614681 0.0105791
 4.85 0.587734 0.0103446
 4.95 0.577173 0.0102512
 5.05 0.586277 0.0103318
 5.15 0.566431 0.0101554
 5.25 0.543672 0.00994929
 5.35 0.544218 0.00995428
 5.45 0.544582 0.00995761
 5.55 0.536753 0.00988578
 5.65 0.526193 0.00978805
 5.75 0.511991 0.00965505
 5.85 0.530198 0.00982523
 5.95 0.502705 0.0095671
 6.05 0.509078 0.00962755
 6.15 0.489596 0.00944153
 6.25 0.469932 0.00924999
 6.35 0.468475 0.00923564
 6.45 0.449176 0.0090434
 6.55 0.464834 0.00919967
 6.65 0.456823 0.00912005
 6.75 0.441893 0.00896978
 6.85 0.436066 0.00891045
 6.95 0.4215 0.00876037
 7.05 0.428055 0.00882822
 7.15 0.405478 0.00859226
 7.25 0.394371 0.00847376
 7.35 0.396738 0.00849915
 7.45 0.385996 0.0083833
 7.55 0.362327 0.0081222
 7.65 0.37143 0.0082236
 7.75 0.353041 0.00801744
 7.85 0.345758 0.00793432
 7.95 0.33538 0.00781433
 8.05 0.320996 0.00764492
 8.15 0.315898 0.00758397
 8.25 0.313167 0.00755112
 8.35 0.292228 0.00729432
 8.45 0.301696 0.00741154
 8.55 0.283489 0.00718441
 8.65 0.276388 0.00709387
 8.75 0.266192 0.00696179
 8.85 0.268194 0.00698793
 8.95 0.262004 0.00690681
 9.05 0.237788 0.00657989
 9.15 0.242886 0.00665005
 9.25 0.230687 0.0064809
 9.35 0.207564 0.00614751
 9.45 0.225407 0.0064063
 9.55 0.203922 0.00609335
 9.65 0.18881 0.00586322
 9.75 0.18881 0.00586322
 9.85 0.188446 0.00585757
 9.95 0.170239 0.00556741
10.05 0.155491 0.00532079
10.15 0.153852 0.00529268
10.25 0.145113 0.00514016
10.35 0.130729 0.00487876
10.45 0.126177 0.00479307
10.55 0.118894 0.00465269
10.65 0.112704 0.00452994
10.75 0.098866 0.00424275
10.85 0.0970452 0.0042035
10.95 0.0822973 0.00387094
11.05 0.0768351 0.00374027
11.15 0.0715549 0.00360947
11.25 0.0609947 0.00333249
11.35 0.0555325 0.00317978
11.45 0.0422411 0.00277326
11.55 0.0364147 0.00257491
11.65 0.0313167 0.00238787
11.75 0.0205743 0.00193547
11.85 0.0134734 0.00156626
11.95 0.00473391 0.000928397
