# ICODE=211, JCODE=-211
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=100000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=1
# ------- normalization=0.17041 -----------------
#dely    BF
0.050  0.2164  0.0016
0.150  0.2257  0.0017
0.250  0.2073  0.0016
0.350  0.1834  0.0016
0.450  0.1431  0.0013
0.550  0.1444  0.0014
0.650  0.1247  0.0014
0.750  0.1099  0.0013
0.850  0.0913  0.0012
0.950  0.0822  0.0013
1.050  0.0546  0.0010
1.150  0.0443  0.0009
1.250  0.0359  0.0009
1.350  0.0194  0.0006
1.450  0.0106  0.0004
1.550  0.0091  0.0004
1.650  0.0019  0.0002
1.750 -0.0001 -0.0000
