# ICODE=321, JCODE=-321
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=1000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.0785383 -----------------
#dely    BF
0.050  0.1204  0.0020
0.150  0.1178  0.0020
0.250  0.1039  0.0018
0.350  0.0953  0.0018
0.450  0.0746  0.0015
0.550  0.0635  0.0014
0.650  0.0545  0.0013
0.750  0.0491  0.0012
0.850  0.0322  0.0009
0.950  0.0271  0.0009
1.050  0.0216  0.0008
1.150  0.0134  0.0006
1.250  0.0071  0.0004
1.350  0.0031  0.0002
1.450  0.0018  0.0002
1.550  0.0002  0.0000
1.650 -0.0000 -0.0000
1.750  0.0000  0.0000
