# ICODE=1701080941, JCODE=0
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=10000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.227219 -----------------
#dely    BF
0.050  0.4313  0.0003
0.150  0.3897  0.0003
0.250  0.3458  0.0003
0.350  0.2922  0.0002
0.450  0.2366  0.0002
0.550  0.1847  0.0002
0.650  0.1402  0.0001
0.750  0.1027  0.0001
0.850  0.0687  0.0001
0.950  0.0425  0.0001
1.050  0.0246  0.0000
1.150  0.0132  0.0000
1.250  0.0045  0.0000
1.350 -0.0004 -0.0000
1.450 -0.0009 -0.0000
1.550 -0.0017 -0.0000
1.650 -0.0011 -0.0000
1.750 -0.0004 -0.0000
