# ICODE=211, JCODE=-211
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=100000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.1
# ------- normalization=-0.271286 -----------------
#dely    BF
0.050 -0.7709 -0.0058
0.150 -0.8250 -0.0065
0.250 -0.5563 -0.0046
0.350 -0.4803 -0.0042
0.450 -0.3771 -0.0036
0.550 -0.2242 -0.0023
0.650 -0.0096 -0.0001
0.750 -0.0447 -0.0006
0.850  0.0160  0.0002
0.950  0.0677  0.0010
1.050  0.0908  0.0016
1.150  0.1156  0.0023
1.250  0.1133  0.0026
1.350  0.0771  0.0021
1.450  0.0563  0.0019
1.550  0.0247  0.0011
1.650  0.0135  0.0010
1.750  0.0002  0.0001
