# ICODE=2212, JCODE=-2212
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.105549 -----------------
#dely    BF    dB     BFVar
0.050  0.1667  0.0021  0.0082
0.150  0.1556  0.0020  0.0091
0.250  0.1381  0.0018  0.0090
0.350  0.1317  0.0018  0.0072
0.450  0.1115  0.0017  0.0055
0.550  0.0974  0.0016  0.0052
0.650  0.0786  0.0014  0.0413
0.750  0.0602  0.0012  0.0037
0.850  0.0428  0.0010  0.0063
0.950  0.0309  0.0009  0.0134
1.050  0.0227  0.0008  0.0023
1.150  0.0108  0.0005  0.0027
1.250  0.0059  0.0004  0.0022
1.350  0.0020  0.0002  0.0006
1.450  0.0004  0.0001  0.0002
1.550  0.0000  0.0000  0.0000
1.650  0.0000  0.0000  0.0000
1.750  0.0000  0.0000  0.0000
