# ICODE=211, JCODE=-211
# SIGMA_QGP=1.2149, SIGMA_HAD=0.50795
# NSAMPLE=10000000, Tblast=78.8239, UPERPblast(x,y)=(0.762,0.762)
# SOVERUD=0.7088, QUARK_ENTROPY_RATIO=0.1852, BARYON_FUDGE=0.751
# ------- normalization=0.213196 -----------------
#dely    BF  sigmaB  QGP    LOCAL  RES_DECAYS
0.050  0.3057  0.0003  0.0519  0.0808  0.1730
0.150  0.2862  0.0003  0.0491  0.0752  0.1619
0.250  0.2633  0.0003  0.0459  0.0687  0.1487
0.350  0.2384  0.0003  0.0423  0.0605  0.1355
0.450  0.2124  0.0002  0.0387  0.0518  0.1219
0.550  0.1844  0.0002  0.0333  0.0434  0.1077
0.650  0.1548  0.0002  0.0298  0.0352  0.0898
0.750  0.1304  0.0002  0.0265  0.0286  0.0753
0.850  0.1045  0.0002  0.0226  0.0221  0.0598
0.950  0.0810  0.0002  0.0186  0.0164  0.0461
1.050  0.0610  0.0001  0.0156  0.0121  0.0333
1.150  0.0436  0.0001  0.0123  0.0085  0.0227
1.250  0.0293  0.0001  0.0091  0.0055  0.0147
1.350  0.0189  0.0001  0.0066  0.0034  0.0089
1.450  0.0111  0.0001  0.0044  0.0019  0.0048
1.550  0.0053  0.0000  0.0023  0.0008  0.0021
1.650  0.0014  0.0000  0.0008  0.0002  0.0005
1.750  0.0001  0.0000  0.0001  0.0000  0.0000
