# ICODE=211, JCODE=-211
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=100000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.1
# ------- normalization=0.0588278 -----------------
#dely    BF
0.050 -0.3197 -0.0020
0.150 -0.1759 -0.0011
0.250 -0.0741 -0.0005
0.350 -0.0503 -0.0004
0.450  0.0254  0.0002
0.550  0.0698  0.0006
0.650  0.1332  0.0014
0.750  0.1219  0.0014
0.850  0.1576  0.0021
0.950  0.1901  0.0029
1.050  0.1554  0.0028
1.150  0.1021  0.0022
1.250  0.1177  0.0030
1.350  0.0647  0.0020
1.450  0.0402  0.0017
1.550  0.0258  0.0016
1.650  0.0036  0.0004
1.750  0.0008  0.0003
