# ICODE=321, JCODE=-2212
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=-0.0431826 -----------------
#dely    BF    dB     BFVar
0.050 -0.0841 -0.0005  0.0020
0.150 -0.0795 -0.0005  0.0032
0.250 -0.0670 -0.0004  0.0024
0.350 -0.0521 -0.0003  0.0020
0.450 -0.0419 -0.0003  0.0022
0.550 -0.0323 -0.0003  0.0013
0.650 -0.0238 -0.0002  0.0022
0.750 -0.0179 -0.0002  0.0008
0.850 -0.0133 -0.0002  0.0013
0.950 -0.0087 -0.0001  0.0007
1.050 -0.0056 -0.0001  0.0007
1.150 -0.0033 -0.0001  0.0028
1.250 -0.0016 -0.0000  0.0002
1.350 -0.0005 -0.0000  0.0001
1.450 -0.0001 -0.0000  0.0000
1.550 -0.0000 -0.0000  0.0000
1.650  0.0000  0.0000  0.0000
1.750  0.0000  0.0000  0.0000
