# ICODE=321, JCODE=-321
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.144127 -----------------
#dely    BF    dB     BFVar
0.050  0.3335  0.0010  0.0048
0.150  0.3027  0.0009  0.0108
0.250  0.2483  0.0008  0.0043
0.350  0.1894  0.0007  0.0029
0.450  0.1384  0.0005  0.0042
0.550  0.0922  0.0004  0.0035
0.650  0.0590  0.0003  0.0016
0.750  0.0363  0.0002  0.0017
0.850  0.0198  0.0001  0.0009
0.950  0.0112  0.0001  0.0005
1.050  0.0062  0.0001  0.0004
1.150  0.0027  0.0000  0.0002
1.250  0.0011  0.0000  0.0001
1.350  0.0004  0.0000  0.0001
1.450  0.0001  0.0000  0.0000
1.550  0.0000  0.0000  0.0000
1.650 -0.0000 -0.0000  0.0000
1.750  0.0000  0.0000  0.0000
