# ICODE=0, JCODE=0
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.311029 -----------------
#dely    BF    dB     BFVar
0.050  0.5520  0.0002  0.0047
0.150  0.5070  0.0002  0.0026
0.250  0.4434  0.0002  0.0037
0.350  0.3785  0.0002  0.0027
0.450  0.3143  0.0002  0.0049
0.550  0.2512  0.0001  0.0020
0.650  0.1970  0.0001  0.0019
0.750  0.1484  0.0001  0.0017
0.850  0.1111  0.0001  0.0024
0.950  0.0789  0.0001  0.0020
1.050  0.0529  0.0001  0.0012
1.150  0.0336  0.0000  0.0007
1.250  0.0209  0.0000  0.0007
1.350  0.0120  0.0000  0.0004
1.450  0.0059  0.0000  0.0011
1.550  0.0024  0.0000  0.0003
1.650  0.0006  0.0000  0.0002
1.750  0.0001  0.0000  0.0001
