# ICODE=321, JCODE=-2212
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=100000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=1
# ------- normalization=-0.00706121 -----------------
#dely    BF
0.050 -0.0234 -0.0016
0.150 -0.0097 -0.0007
0.250 -0.0244 -0.0018
0.350 -0.0189 -0.0016
0.450 -0.0050 -0.0005
0.550 -0.0122 -0.0013
0.650  0.0023  0.0002
0.750  0.0009  0.0001
0.850  0.0074  0.0010
0.950  0.0103  0.0018
1.050 -0.0017 -0.0004
1.150  0.0016  0.0005
1.250  0.0010  0.0004
1.350  0.0007  0.0004
1.450  0.0004  0.0003
1.550  0.0000  0.0000
1.650  0.0000  0.0000
1.750  0.0000  0.0000
