# ICODE=321, JCODE=-321
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.133454 -----------------
#dely    BF    dB     BFVar
0.050  0.3005  0.0009  0.0037
0.150  0.2724  0.0008  0.0030
0.250  0.2250  0.0007  0.0030
0.350  0.1769  0.0006  0.0052
0.450  0.1260  0.0005  0.0042
0.550  0.0869  0.0004  0.0037
0.650  0.0576  0.0003  0.0014
0.750  0.0369  0.0002  0.0013
0.850  0.0225  0.0001  0.0007
0.950  0.0138  0.0001  0.0009
1.050  0.0079  0.0001  0.0004
1.150  0.0046  0.0001  0.0003
1.250  0.0022  0.0000  0.0001
1.350  0.0009  0.0000  0.0001
1.450  0.0003  0.0000  0.0000
1.550  0.0001  0.0000  0.0000
1.650  0.0000  0.0000  0.0000
1.750  0.0000  0.0000  0.0000
