0.15 0.0892 0.0914 0.0888 0.0828 0.0873 0.083 0.09 0.0878 0.0891 0.0855 
0.25 0.0819 0.0846 0.08 0.076 0.0791 0.0767 0.0831 0.081 0.0819 0.0754 
0.35 0.0731 0.0756 0.068 0.0667 0.0683 0.0682 0.0729 0.0732 0.0741 0.0703 
0.45 0.0645 0.0656 0.0597 0.0588 0.0593 0.0594 0.063 0.0628 0.0639 0.0579 
0.55 0.0539 0.0542 0.0516 0.0482 0.0506 0.0502 0.0525 0.0531 0.0541 0.0502 
0.65 0.0434 0.0445 0.0431 0.0403 0.0408 0.0436 0.0463 0.0449 0.0464 0.0407 
0.75 0.0341 0.037 0.0337 0.033 0.0341 0.0338 0.0358 0.0356 0.0371 0.0333 
0.85 0.0276 0.0281 0.0266 0.0264 0.0273 0.0271 0.0289 0.0277 0.0295 0.0263 
0.95 0.0212 0.0219 0.021 0.0197 0.0212 0.0209 0.0217 0.0215 0.0218 0.02 
1.05 0.0163 0.0165 0.0145 0.0144 0.0148 0.0155 0.0162 0.0154 0.0149 0.015 
1.15 0.0092 0.0108 0.0099 0.0097 0.0099 0.0098 0.0106 0.0095 0.0103 0.0102 
1.25 0.0058 0.0072 0.0059 0.0054 0.0058 0.0055 0.0056 0.0059 0.0065 0.0064 
1.35 0.0025 0.0034 0.0027 0.0025 0.0028 0.0026 0.0032 0.0027 0.0031 0.0025 
1.45 0.0013 0.0013 0.0013 0.0008 0.0015 0.001 0.0014 0.0012 0.0012 0.0011 
1.55 0.0003 0.0002 0.0003 0.0003 0.0004 0.0002 0.0003 0.0002 0.0003 0.0002 
1.65 0 0 -0 -0 0 -0 0 0 -0 0 
1.75 0 0 0 0 0 0 0 0 0 0 
