0.15 0.3509 0.3618 0.3576 0.357 0.3553 0.3649 0.3487 0.3631 0.3605 0.3576 
0.25 0.3168 0.3302 0.3262 0.3229 0.322 0.332 0.3191 0.3304 0.3311 0.3232 
0.35 0.281 0.2932 0.2898 0.2887 0.2852 0.2998 0.2813 0.2939 0.2924 0.2882 
0.45 0.2424 0.2555 0.2537 0.253 0.2488 0.265 0.2435 0.254 0.2586 0.2511 
0.55 0.2042 0.2172 0.2165 0.2151 0.2088 0.2286 0.2054 0.2158 0.2181 0.2109 
0.65 0.1647 0.1783 0.1778 0.1768 0.1707 0.1899 0.1666 0.1778 0.182 0.1726 
0.75 0.1299 0.1418 0.1413 0.1419 0.1338 0.1544 0.1333 0.1402 0.145 0.1364 
0.85 0.0972 0.1092 0.1094 0.1108 0.1016 0.1211 0.1006 0.1082 0.1128 0.1035 
0.95 0.071 0.0809 0.0809 0.0812 0.0726 0.0929 0.0731 0.079 0.084 0.0764 
1.05 0.0458 0.0574 0.0571 0.0582 0.0497 0.0676 0.0502 0.0557 0.0577 0.053 
1.15 0.0286 0.0375 0.0373 0.0394 0.0319 0.0465 0.032 0.0361 0.0396 0.034 
1.25 0.0165 0.0234 0.0229 0.0235 0.0189 0.0311 0.0187 0.0208 0.0244 0.0208 
1.35 0.0074 0.013 0.0129 0.0137 0.0093 0.0181 0.0096 0.0112 0.0138 0.0104 
1.45 0.0026 0.0058 0.0056 0.0065 0.0035 0.01 0.0035 0.0054 0.0064 0.0043 
1.55 -0 0.0015 0.0019 0.0021 0.0003 0.004 0.0009 0.0013 0.0021 0.0008 
1.65 -0.0007 -0.0001 -0.0001 0.0001 -0.0005 0.0009 -0.0004 -0 0.0003 -0.0003 
1.75 -0.0001 -0 -0 -0 -0.0001 0 -0 -0.0001 -0 -0.0001 
