! kt  lambda  Rout  Routlab Rside   Rlong
  50.0 0.3531 10.142  9.548  9.208 19.408  1.037
 100.0 0.3778 12.266  9.971  9.097 17.213  1.096
 150.0 0.4081 14.513  9.886  8.784 15.000  1.126
 200.0 0.4420 16.592  9.495  8.528 13.324  1.113
 250.0 0.4689 18.346  8.943  8.205 11.722  1.090
 300.0 0.4902 19.887  8.389  7.867 10.615  1.066
 350.0 0.5042 21.071  7.805  7.470  9.484  1.045
 400.0 0.5254 22.061  7.268  7.183  8.610  1.012
 450.0 0.5383 23.214  6.877  6.871  7.900  1.001
 500.0 0.5443 23.653  6.359  6.487  7.168  0.980
