# ICODE=321, JCODE=-321
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.0815738 -----------------
#dely    BF    dB     BFVar
0.050  0.1627  0.0005  0.0041
0.150  0.1486  0.0005  0.0032
0.250  0.1303  0.0004  0.0035
0.350  0.1062  0.0004  0.0034
0.450  0.0810  0.0003  0.0027
0.550  0.0600  0.0003  0.0037
0.650  0.0443  0.0002  0.0014
0.750  0.0300  0.0002  0.0012
0.850  0.0213  0.0001  0.0006
0.950  0.0136  0.0001  0.0005
1.050  0.0083  0.0001  0.0004
1.150  0.0049  0.0001  0.0003
1.250  0.0029  0.0000  0.0001
1.350  0.0011  0.0000  0.0001
1.450  0.0004  0.0000  0.0001
1.550  0.0001  0.0000  0.0000
1.650  0.0000  0.0000  0.0000
1.750  0.0000  0.0000  0.0000
