# ICODE=211, JCODE=-211
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.342028 -----------------
#dely    BF    dB     BFVar
0.050  0.6010  0.0003  0.0084
0.150  0.5521  0.0003  0.0044
0.250  0.4886  0.0003  0.0034
0.350  0.4194  0.0003  0.0058
0.450  0.3503  0.0002  0.0048
0.550  0.2809  0.0002  0.0037
0.650  0.2180  0.0002  0.0040
0.750  0.1666  0.0001  0.0028
0.850  0.1238  0.0001  0.0022
0.950  0.0850  0.0001  0.0019
1.050  0.0584  0.0001  0.0014
1.150  0.0368  0.0001  0.0007
1.250  0.0218  0.0000  0.0008
1.350  0.0113  0.0000  0.0006
1.450  0.0048  0.0000  0.0003
1.550  0.0016  0.0000  0.0003
1.650 -0.0000 -0.0000  0.0001
1.750 -0.0001 -0.0000  0.0000
