# ICODE=321, JCODE=-321
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.123338 -----------------
#dely    BF    dB     BFVar
0.050  0.2514  0.0007  0.0062
0.150  0.2333  0.0007  0.0147
0.250  0.2027  0.0006  0.0175
0.350  0.1646  0.0006  0.0056
0.450  0.1276  0.0005  0.0043
0.550  0.0961  0.0004  0.0027
0.650  0.0678  0.0003  0.0021
0.750  0.0451  0.0002  0.0026
0.850  0.0259  0.0002  0.0018
0.950  0.0133  0.0001  0.0009
1.050  0.0060  0.0001  0.0007
1.150  0.0017  0.0000  0.0008
1.250 -0.0006 -0.0000  0.0003
1.350 -0.0008 -0.0000  0.0001
1.450 -0.0006 -0.0000  0.0002
1.550 -0.0001 -0.0000  0.0000
1.650 -0.0000 -0.0000  0.0000
1.750  0.0000  0.0000  0.0000
