1.73564 0.805606 0.676276 0.545045 -4.93324 -1.288 8.68826 -1.20751 -2.87466 -0.335363 -0.165778 -0.846002 0.120647 -0.0788688 -0.0393224 -0.013095 
1.54354 0.21982 1.79079 1.2012 14.814 5.32427 1.33476 -3.24106 4.48241 -0.473677 -0.602111 0.130843 -0.0502599 0.039682 0.0052683 0.00243974 
1.53023 0.575475 0.337738 1.22212 -12.8183 6.19934 2.81049 3.37296 2.5262 0.610359 0.00377004 -1.03952 0.0113022 0.0254094 0.0469968 -0.0416845 
1.7965 1.11181 0.276877 1.83073 -30.1218 0.465396 3.05058 6.05375 0.372448 2.78673 0.0939027 -0.143828 -0.0924808 -0.0507399 -0.0417358 0.0585341 
0.678178 1.32292 0.164665 1.55115 -33.1902 4.45025 -8.36847 7.65836 0.75056 0.0661827 0.105762 0.479179 0.105392 -0.0434075 0.0183487 -0.0204801 
1.99429 1.41802 1.55495 0.457558 -2.6065 -5.25053 6.23276 -0.538028 -1.14965 -1.30689 -1.29297 0.271137 0.0947877 -0.111082 0.00596 0.0545066 
0.120921 0.845546 0.742843 1.56637 51.9094 -7.90131 3.89737 3.54675 -2.58831 2.86644 0.293853 0.0235156 0.119032 0.303925 -0.0579137 0.00687291 
1.92773 1.34194 1.08709 1.17838 22.6443 3.10209 1.94151 -2.42893 -2.21495 2.28507 -1.39256 0.388512 0.0477524 -0.106599 -0.0294946 -0.0694751 
0.683884 0.971071 1.65766 1.09279 7.22504 6.46727 -7.71016 0.50847 -1.99077 -0.559315 -0.315695 -0.33297 0.1783 -0.0153773 0.0478829 -0.00248891 
0.305405 0.505105 1.85165 1.47508 44.4042 -2.09662 -8.09568 1.92391 2.12134 0.19741 -1.12504 -0.723327 -0.0692477 -0.0574814 -0.104813 -0.00333604 
1.16316 0.976777 0.820821 0.99009 -6.05675 6.7469 3.35333 -1.0451 -1.63496 0.584111 0.1038 -0.0341173 -0.279859 0.018478 0.0185604 0.021766 
0.493694 0.756156 0.235035 1.94865 -11.6505 -0.888717 -8.75393 6.31639 0.149134 0.756051 0.771297 -1.11811 0.0355656 -0.041294 -0.040042 0.0372807 
0.659159 0.617317 0.107608 0.733333 -22.8138 7.72504 -5.86117 7.01621 0.201901 -3.29985 -0.631405 -0.826909 -0.1191 0.0352895 0.0812379 -0.0583158 
0.792292 0.929229 0.678178 1.71091 -13.0012 2.38071 -3.87128 -1.50069 -2.41696 1.62568 1.21052 -0.466649 0.00305249 0.0501598 0.0436467 0.0367522 
0.157057 0.908308 1.84785 1.67287 46.0897 -6.898 -2.87999 5.12944 -0.842382 2.06451 -1.28903 0.372308 0.37265 0.208509 -0.0229542 0.00041234 
1.54164 1.85355 0.647748 0.324424 -21.162 -8.0563 6.69316 -3.1982 -0.794919 -0.110502 0.539202 0.390133 0.0911767 -0.0716443 -0.0176945 0.0515571 
1.53784 0.503203 1.06997 1.41231 15.1076 3.71496 0.272685 -4.73032 1.22614 1.7814 -1.28635 -0.148209 -0.237001 -0.012526 -0.0780947 -0.00976349 
1.76226 1.31532 0.470871 0.172272 -41.0653 -13.1243 3.62641 1.36581 0.582341 1.62738 0.712656 -0.247851 -0.0977637 -0.0200606 0.127488 0.0256019 
1.58348 1.07758 1.73373 1.4009 5.64091 4.12847 -1.37312 -0.15073 0.0773308 1.61416 -1.52487 -0.130365 0.10656 -0.0863267 -0.0203525 -0.0125719 
