'InvCoshPar_uu_width','InvCoshPar_ud_width','InvCoshPar_us_width','InvCoshPar_ss_width'
1.01859,1.03968,1.09084,1.06013
1.04796,1.02648,1.05844,1.15825
1.09755,1.03603,1.0834,1.17272
1.11775,1.004,1.00391,1.12067
1.15584,0.936548,0.946456,1.07857
1.17599,1.02324,0.946147,1.0548
1.24557,1.09878,0.965188,1.03545
1.30166,1.07052,0.981295,1.08064
1.356,1.08682,0.963372,1.13219
1.44941,1.09262,0.944956,1.18642
1.50702,1.04725,0.918774,1.29758
1.53422,1.09109,0.895544,1.3858
1.61214,1.12859,1.01306,1.38397
1.61455,1.04993,1.03965,1.46591
1.53972,1.03841,0.999923,1.50363
1.61858,1.08203,0.978328,1.52435
1.7168,1.04489,1.05118,1.51564
1.78488,1.07449,1.04015,1.50438
1.8532,1.08422,0.97775,1.5676
1.81068,0.98888,0.983549,1.59675
1.84209,0.984444,0.971272,1.6126
1.923,1.03168,0.93746,1.65675
1.90819,1.02849,0.909397,1.66556
1.9103,1.02544,0.963733,1.73627
1.84979,0.974276,0.937239,1.57853
1.87392,0.983525,0.950874,1.63667
1.89696,0.986787,0.859374,1.60437
1.9333,0.963699,0.817014,1.61684
1.86478,0.940753,0.861612,1.61842
1.95475,0.907158,0.892795,1.60059
1.9383,0.845172,0.845236,1.60931
1.90929,0.807153,0.802353,1.58847
1.95558,0.776036,0.886719,1.58062
1.98198,0.760066,0.9242,1.5936
1.9846,0.733797,0.951497,1.51527
1.9405,0.735779,0.920101,1.52335
1.98915,0.756621,0.974121,1.5291
1.90701,0.804875,0.978046,1.45738
1.94695,0.8784,0.985296,1.49631
1.98765,0.890378,0.950506,1.55351
1.97644,0.905333,1.00158,1.56554
1.99213,0.871404,0.984754,1.56462
1.99213,0.871404,0.984754,1.56462
1.98373,0.882357,0.926003,1.52354
1.98713,0.892236,0.929179,1.55151
1.99927,0.846988,0.945436,1.55752
1.98842,0.890786,0.956187,1.55646
1.97156,0.852125,0.952091,1.51783
1.99447,0.804832,1.00401,1.56086
1.94424,0.820145,0.97487,1.55591
1.87064,0.778984,0.884326,1.62918
1.91375,0.759203,0.854068,1.65586
1.92542,0.818238,0.809653,1.69141
1.8958,0.754346,0.781024,1.73226
1.91595,0.754473,0.756815,1.77018
1.84516,0.752125,0.78491,1.74333
1.8515,0.810797,0.823581,1.72366
1.91601,0.781649,0.890314,1.75974
1.92293,0.812637,0.848436,1.77862
1.88702,0.780362,0.87376,1.66397
1.90964,0.773124,0.901711,1.67004
1.85737,0.802121,0.831419,1.6648
1.90324,0.761481,0.830176,1.63802
1.93973,0.714051,0.854593,1.67123
1.99963,0.784837,0.782043,1.68259
1.96904,0.760631,0.772591,1.70338
1.98946,0.759353,0.727744,1.69833
1.98919,0.706648,0.757781,1.73406
1.96623,0.697743,0.760888,1.79201
1.95517,0.76041,0.759504,1.76761
1.98221,0.674287,0.718874,1.76936
1.97167,0.643255,0.771908,1.78649
1.94213,0.673103,0.816198,1.72883
1.95708,0.665982,0.804777,1.69351
1.89083,0.629802,0.79305,1.72328
1.91981,0.637231,0.793301,1.64712
1.97405,0.698687,0.762507,1.68377
1.99959,0.754342,0.735081,1.62921
1.89136,0.696353,0.719482,1.68154
1.91878,0.730473,0.747417,1.66405
1.89012,0.654425,0.733867,1.69975
1.93564,0.663649,0.809146,1.7658
1.89731,0.66895,0.860602,1.8025
1.94687,0.612028,0.776889,1.78343
1.94234,0.654112,0.757002,1.79647
1.89244,0.735614,0.804849,1.88337
1.85247,0.723382,0.774142,1.84115
1.93109,0.790639,0.771441,1.80412
1.90247,0.775612,0.737491,1.76128
1.88051,0.785469,0.754095,1.72078
1.85731,0.815052,0.752681,1.81499
1.85892,0.858341,0.715113,1.89648
1.88057,0.856311,0.753183,1.84682
1.88193,0.875619,0.71979,1.82916
1.85578,0.872142,0.685277,1.81718
1.86356,0.859806,0.694539,1.85727
1.82757,0.914369,0.69085,1.90994
1.86704,0.940635,0.790414,1.8701
1.92212,0.934992,0.801025,1.90055
1.83439,0.940716,0.879896,1.90545
1.83156,1.07284,0.80615,1.88055
1.87801,1.10989,0.846167,1.9657
1.90274,1.06755,0.837646,1.94108
1.9088,1.07772,0.803321,1.91837
1.87382,1.0404,0.8566,1.91769
1.90133,0.967244,0.778615,1.84189
1.87411,0.927646,0.757936,1.84037
1.83252,0.99014,0.724686,1.90749
1.81236,0.948983,0.701401,1.93742
1.8395,1.0126,0.699675,1.86573
