# ICODE=211, JCODE=-211
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.252452 -----------------
#dely    BF    dB     BFVar
0.050  0.4273  0.0002  0.0033
0.150  0.3934  0.0002  0.0029
0.250  0.3515  0.0002  0.0053
0.350  0.3056  0.0002  0.0029
0.450  0.2562  0.0002  0.0039
0.550  0.2115  0.0001  0.0025
0.650  0.1665  0.0001  0.0024
0.750  0.1283  0.0001  0.0027
0.850  0.0969  0.0001  0.0025
0.950  0.0697  0.0001  0.0015
1.050  0.0477  0.0001  0.0014
1.150  0.0313  0.0000  0.0008
1.250  0.0195  0.0000  0.0008
1.350  0.0107  0.0000  0.0003
1.450  0.0056  0.0000  0.0003
1.550  0.0022  0.0000  0.0002
1.650  0.0004  0.0000  0.0001
1.750  0.0000  0.0000  0.0000
