# ICODE=321, JCODE=-321
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.0982783 -----------------
#dely    BF    dB     BFVar
0.050  0.1910  0.0005  0.0051
0.150  0.1750  0.0005  0.0068
0.250  0.1554  0.0005  0.0046
0.350  0.1293  0.0004  0.0057
0.450  0.1013  0.0004  0.0036
0.550  0.0792  0.0003  0.0031
0.650  0.0574  0.0003  0.0023
0.750  0.0383  0.0002  0.0011
0.850  0.0256  0.0002  0.0011
0.950  0.0156  0.0001  0.0009
1.050  0.0089  0.0001  0.0005
1.150  0.0040  0.0000  0.0004
1.250  0.0015  0.0000  0.0002
1.350  0.0005  0.0000  0.0001
1.450  0.0000  0.0000  0.0000
1.550 -0.0000 -0.0000  0.0000
1.650  0.0000  0.0000  0.0000
1.750  0.0000  0.0000  0.0000
