0.15 0.0406 0.028 0.0512 0.0449 0.0404 0.0377 0.0483 0.035 0.0375 0.0535 
0.25 0.028 0.0178 0.0372 0.0341 0.029 0.0289 0.0354 0.0199 0.028 0.0388 
0.35 0.0124 0.0098 0.02 0.0243 0.0137 0.0176 0.0263 0.0126 0.017 0.0269 
0.45 0.0002 -0.0008 0.0043 0.0048 0.0013 0.0031 0.0139 -0.0026 0.0025 0.0139 
0.55 -0.006 -0.0099 -0.0037 -0.0024 -0.0071 -0.0078 0.0036 -0.0077 -0.004 0.0032 
0.65 -0.0117 -0.0126 -0.0101 -0.0103 -0.0114 -0.0125 -0.0061 -0.0132 -0.0072 -0.005 
0.75 -0.0125 -0.0109 -0.0135 -0.0122 -0.0135 -0.0126 -0.0073 -0.0143 -0.0082 -0.0089 
0.85 -0.0114 -0.0108 -0.0111 -0.0108 -0.0118 -0.012 -0.0103 -0.0126 -0.0066 -0.0104 
0.95 -0.0089 -0.0076 -0.0091 -0.0091 -0.0087 -0.0095 -0.0105 -0.0104 -0.0047 -0.0086 
1.05 -0.0061 -0.0051 -0.0054 -0.0057 -0.0069 -0.007 -0.0088 -0.0072 -0.0029 -0.0077 
1.15 -0.0034 -0.0026 -0.0039 -0.0033 -0.0042 -0.0041 -0.0062 -0.004 -0.0015 -0.0039 
1.25 -0.0018 -0.0013 -0.0018 -0.0014 -0.0021 -0.0019 -0.0032 -0.0022 -0.0007 -0.0023 
1.35 -0.0006 -0.0005 -0.0006 -0.0009 -0.0007 -0.001 -0.0016 -0.0008 -0.0002 -0.0008 
1.45 -0.0003 -0.0002 -0.0003 -0.0002 -0.0002 -0.0001 -0.0005 -0.0002 -0.0002 -0.0004 
1.55 -0.0001 -0 -0 -0 -0 -0 -0.0001 -0 0 -0.0001 
1.65 0 0 0 0 0 0 0 0 0 0 
1.75 0 0 0 0 0 0 0 0 0 0 
