0.15 0.1326 0.1255 0.1389 0.1382 0.1361 0.1379 0.1399 0.1289 0.1316 0.141 
0.25 0.1192 0.1098 0.124 0.121 0.118 0.1213 0.126 0.1155 0.1169 0.1237 
0.35 0.0999 0.0936 0.102 0.1046 0.0994 0.0997 0.1075 0.097 0.1011 0.1089 
0.45 0.0813 0.0765 0.0848 0.0832 0.0805 0.0827 0.0887 0.0777 0.0822 0.0894 
0.55 0.0638 0.0626 0.0682 0.0659 0.0616 0.0628 0.0704 0.0614 0.0663 0.0692 
0.65 0.0505 0.0465 0.0481 0.0525 0.0499 0.049 0.0537 0.0461 0.0502 0.0521 
0.75 0.0365 0.0364 0.0383 0.0385 0.0365 0.0369 0.0396 0.0353 0.041 0.0413 
0.85 0.029 0.0291 0.0275 0.0277 0.0275 0.0276 0.0281 0.0259 0.0297 0.0285 
0.95 0.0209 0.0208 0.0194 0.0206 0.0195 0.02 0.0188 0.0199 0.0224 0.0199 
1.05 0.0142 0.013 0.0135 0.0136 0.0129 0.0127 0.0121 0.0143 0.0159 0.0143 
1.15 0.0102 0.0106 0.0089 0.0088 0.0091 0.0082 0.0074 0.0087 0.0101 0.0084 
1.25 0.0049 0.006 0.0055 0.0051 0.0052 0.0056 0.0034 0.0048 0.0064 0.005 
1.35 0.0025 0.0032 0.0026 0.0027 0.0022 0.003 0.0019 0.0023 0.003 0.0028 
1.45 0.0011 0.001 0.0009 0.0009 0.0008 0.0012 0.0005 0.0008 0.0009 0.0011 
1.55 0.0004 0.0002 0.0002 0.0003 0.0002 0.0002 0.0001 0.0002 0.0003 0.0002 
1.65 0 0 -0 0 0 0 -0 0 -0 0 
1.75 0 0 0 0 0 0 0 0 0 0 
