0.15 0.2789 0.3303 0.2953 0.3327 0.3075 0.3156 0.2907 0.2996 0.3118 0.3446 0.2894 0.2916 0.2859 0.325 0.295 0.3392 0.3182 0.3066 0.3108 0.3013 
0.25 0.2511 0.3039 0.2783 0.3003 0.2866 0.2997 0.2796 0.2833 0.2798 0.3107 0.276 0.2786 0.2658 0.3003 0.2784 0.3047 0.2964 0.2804 0.2878 0.2827 
0.35 0.2363 0.2799 0.2514 0.2747 0.2648 0.262 0.2525 0.2558 0.2711 0.2846 0.2517 0.2524 0.2397 0.2786 0.2561 0.2776 0.2746 0.2543 0.2612 0.2558 
0.45 0.2144 0.2555 0.2322 0.2469 0.2446 0.2376 0.2307 0.2325 0.2438 0.2523 0.23 0.2267 0.2175 0.2434 0.2241 0.2543 0.2429 0.2384 0.2373 0.2351 
0.55 0.1927 0.2181 0.204 0.2242 0.2068 0.2186 0.2092 0.1989 0.2065 0.222 0.1969 0.2059 0.1959 0.2188 0.2065 0.2251 0.2162 0.2064 0.2116 0.2084 
0.65 0.1638 0.1936 0.1786 0.1868 0.1777 0.1863 0.1804 0.1768 0.1799 0.1915 0.1729 0.1738 0.168 0.1937 0.1769 0.1886 0.1899 0.1801 0.1789 0.1825 
0.75 0.1419 0.1639 0.1506 0.1606 0.1533 0.1604 0.1569 0.1507 0.1611 0.1558 0.1407 0.1481 0.1424 0.1606 0.1507 0.1616 0.1581 0.1535 0.1478 0.1483 
0.85 0.1205 0.1278 0.1252 0.126 0.1302 0.1307 0.1246 0.127 0.1294 0.1244 0.1223 0.1212 0.1177 0.136 0.1318 0.1323 0.1318 0.1273 0.1283 0.1252 
0.95 0.1001 0.1046 0.1062 0.1046 0.1017 0.1031 0.1019 0.1059 0.1071 0.0944 0.1018 0.0944 0.0978 0.1029 0.1022 0.1134 0.1087 0.0988 0.1048 0.1045 
1.05 0.0737 0.0784 0.084 0.0789 0.0832 0.079 0.0834 0.0738 0.0823 0.0738 0.0826 0.0773 0.0763 0.0787 0.0832 0.0826 0.0849 0.0816 0.0838 0.083 
1.15 0.0628 0.0558 0.0637 0.0589 0.0601 0.061 0.0634 0.0643 0.0622 0.0543 0.0608 0.059 0.0554 0.0566 0.0577 0.0588 0.0595 0.0635 0.0655 0.0644 
1.25 0.0484 0.041 0.0432 0.042 0.0471 0.0438 0.0477 0.0432 0.044 0.0337 0.0467 0.0427 0.0433 0.0449 0.0474 0.0445 0.0446 0.0426 0.0466 0.0455 
1.35 0.0317 0.0289 0.031 0.03 0.0331 0.0303 0.0297 0.0338 0.0327 0.0225 0.0307 0.0271 0.0305 0.0295 0.031 0.0308 0.0309 0.031 0.026 0.0298 
1.45 0.0223 0.0176 0.0212 0.0173 0.0229 0.0198 0.0202 0.0201 0.02 0.0125 0.0223 0.0177 0.0203 0.0163 0.0215 0.0187 0.0188 0.0189 0.0201 0.0217 
1.55 0.0099 0.0088 0.0114 0.0075 0.0106 0.0094 0.0099 0.0106 0.0112 0.0057 0.0103 0.0115 0.0095 0.0071 0.0108 0.0098 0.0093 0.0107 0.0081 0.0111 
1.65 0.0027 0.0022 0.004 0.0028 0.0032 0.0032 0.0041 0.0038 0.0034 0.0008 0.0025 0.0037 0.0046 0.0021 0.0036 0.0022 0.0026 0.004 0.0036 0.0038 
1.75 0.0002 0.0005 0.0003 0.0002 0.0006 0.0002 0.0005 0.0005 0.0003 0 0.0003 0.0006 0.0004 0.0003 0.0002 0.0003 0.0003 0.0001 0.0001 0.0001 
