# ICODE=321, JCODE=-2212
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=100000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=1
# ------- normalization=-0.00591511 -----------------
#dely    BF
0.050 -0.0521 -0.0032
0.150 -0.0316 -0.0022
0.250 -0.0202 -0.0015
0.350 -0.0088 -0.0007
0.450  0.0082  0.0007
0.550  0.0079  0.0008
0.650  0.0067  0.0008
0.750  0.0132  0.0019
0.850  0.0105  0.0017
0.950  0.0007  0.0002
1.050  0.0025  0.0007
1.150  0.0016  0.0004
1.250  0.0020  0.0009
1.350  0.0004  0.0002
1.450  0.0000  0.0000
1.550  0.0000  0.0000
1.650  0.0000  0.0000
1.750  0.0000  0.0000
