# ICODE=211, JCODE=-211
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=100000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.222135 -----------------
#dely    BF
0.050  0.3246  0.0023
0.150  0.3035  0.0023
0.250  0.2823  0.0022
0.350  0.2388  0.0020
0.450  0.2192  0.0020
0.550  0.1923  0.0019
0.650  0.1588  0.0017
0.750  0.1281  0.0015
0.850  0.1104  0.0015
0.950  0.0830  0.0012
1.050  0.0665  0.0011
1.150  0.0477  0.0009
1.250  0.0310  0.0007
1.350  0.0173  0.0005
1.450  0.0099  0.0003
1.550  0.0040  0.0002
1.650  0.0041  0.0003
1.750 -0.0002 -0.0000
