# ICODE=0, JCODE=0
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.196408 -----------------
#dely    BF    dB     BFVar
0.050  0.2237  0.0001  0.0027
0.150  0.2107  0.0001  0.0035
0.250  0.1980  0.0001  0.0028
0.350  0.1866  0.0001  0.0034
0.450  0.1749  0.0001  0.0032
0.550  0.1598  0.0001  0.0023
0.650  0.1457  0.0001  0.0026
0.750  0.1310  0.0001  0.0023
0.850  0.1149  0.0001  0.0015
0.950  0.1004  0.0001  0.0012
1.050  0.0842  0.0001  0.0014
1.150  0.0696  0.0001  0.0011
1.250  0.0548  0.0001  0.0012
1.350  0.0429  0.0001  0.0013
1.450  0.0307  0.0001  0.0009
1.550  0.0209  0.0000  0.0009
1.650  0.0117  0.0000  0.0004
1.750  0.0036  0.0000  0.0004
