# ICODE=211, JCODE=-211
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.0574357 -----------------
#dely    BF    dB     BFVar
0.050  0.0927  0.0001  0.0021
0.150  0.0872  0.0001  0.0018
0.250  0.0800  0.0001  0.0032
0.350  0.0733  0.0001  0.0027
0.450  0.0646  0.0001  0.0025
0.550  0.0544  0.0000  0.0015
0.650  0.0449  0.0000  0.0025
0.750  0.0342  0.0000  0.0013
0.850  0.0240  0.0000  0.0006
0.950  0.0154  0.0000  0.0008
1.050  0.0089  0.0000  0.0012
1.150  0.0029  0.0000  0.0013
1.250 -0.0002 -0.0000  0.0012
1.350 -0.0020 -0.0000  0.0005
1.450 -0.0026 -0.0000  0.0004
1.550 -0.0021 -0.0000  0.0004
1.650 -0.0010 -0.0000  0.0001
1.750 -0.0001 -0.0000  0.0000
